,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state,clean_title
23784,SMU18230600500000003SA,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2021-11-19 16:32:18-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600500000003).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,Average Hourly Earnings of All Employees: Total Private
23785,SMU18230600500000011,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-11-19 15:24:04-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Average Weekly Earnings of All Employees: Total Private
23786,SMU18230600500000011A,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,Average Weekly Earnings of All Employees: Total Private
23787,SMU18230600500000011SA,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Fort Wayne, IN (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Seasonally Adjusted,SA,2021-11-19 16:32:18-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600500000011).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,Average Weekly Earnings of All Employees: Total Private
23788,SMU18230600600000001,2021-12-08,2021-12-08,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:04-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Goods Producing
23789,SMU18230600600000001A,2021-12-08,2021-12-08,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Goods Producing
23790,SMU18230600600000001SA,2021-12-08,2021-12-08,"All Employees: Goods Producing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:32:18-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600600000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Goods Producing
23791,SMU18230600700000001,2021-12-08,2021-12-08,"All Employees: Service-Providing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:24:04-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Service-Providing
23792,SMU18230600700000001A,2021-12-08,2021-12-08,"All Employees: Service-Providing in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:52:38-05,0.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Service-Providing
23793,SMU18230600700000001SA,2021-12-08,2021-12-08,"All Employees: Service-Providing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 17:07:46-06,0.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600700000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Service-Providing
23794,SMU18230600800000001,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 17:06:17-06,0.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Private Service Providing
23795,SMU18230600800000001A,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Private Service Providing
23796,SMU18230600800000001SA,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 17:07:46-06,0.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230600800000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Private Service Providing
23797,SMU18230601500000001A,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,"All Employees: Mining, Logging, and Construction"
23798,SMU18230603000000001A,2021-12-08,2021-12-08,"All Employees: Manufacturing in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Manufacturing
23808,SMU18230604000000001A,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,"All Employees: Trade, Transportation, and Utilities"
23812,SMU18230604200000001,2021-12-08,2021-12-08,"All Employees: Retail Trade in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:23:29-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Retail Trade
23813,SMU18230604200000001A,2021-12-08,2021-12-08,"All Employees: Retail Trade in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Retail Trade
23814,SMU18230604200000001SA,2021-12-08,2021-12-08,"All Employees: Retail Trade in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:32:17-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230604200000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Retail Trade
23818,SMU18230605000000001A,2021-12-08,2021-12-08,"All Employees: Information in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:30-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Information
23819,SMU18230605500000001A,2021-12-08,2021-12-08,"All Employees: Financial Activities in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Financial Activities
23820,SMU18230606000000001A,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Professional and Business Services
23821,SMU18230606500000001A,2021-12-08,2021-12-08,"All Employees: Education and Health Services in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Education and Health Services
23822,SMU18230607000000001A,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Leisure and Hospitality
23823,SMU18230608000000001A,2021-12-08,2021-12-08,"All Employees: Other Services in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Other Services
23824,SMU18230609000000001A,2021-12-08,2021-12-08,"All Employees: Government in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Government
23825,SMU18230609091000001,2021-12-08,2021-12-08,"All Employees: Government: Federal Government in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:23:28-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Government: Federal Government
23826,SMU18230609091000001A,2021-12-08,2021-12-08,"All Employees: Federal Government in Fort Wayne, IN (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:37:29-05,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Federal Government
23827,SMU18230609091000001SA,2021-12-08,2021-12-08,"All Employees: Government: Federal Government in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 16:32:17-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU18230609091000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Fort Wayne, IN",Fort Wayne,IN,All Employees: Government: Federal Government
23828,SMU18230609092000001,2021-12-08,2021-12-08,"All Employees: Government: State Government in Fort Wayne, IN (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 15:23:28-06,1.0,1.0,,"Fort Wayne, IN",Fort Wayne,IN,All Employees: Government: State Government
